treated_airport,side,metric,pre_rmse,post_mean_gap,post_abs_mean_gap,post_days,observed_stress_mean,observed_interim_mean,synthetic_stress_mean,synthetic_interim_mean,observed_change,synthetic_change,recovery_gap,ewr_post_mean_gap,ewr_recovery_gap,ewr_pre_rmse,rank_most_negative,rank_recovery_most_negative,airports,permutation_p_lower_or_equal,permutation_p_recovery_lower_or_equal
SAT,arr,delay15_rate,0.04229438751760487,0.006552252646550503,0.0341054167734358,27,0.22674261856992492,0.2900714478556515,0.23037854588218373,0.28351919520910096,0.06332882928572656,0.05314064932691723,0.01018817995880933,0.01163979259444186,-0.20577542108683594,0.13875305428191764,37,1,50,0.74,0.02
CLE,arr,delay15_rate,0.046004965366796144,-0.004624005069044872,0.03112684102101361,27,0.19897448680044721,0.22329192212608154,0.20415631003971355,0.22791592719512646,0.024317435325634323,0.023759617155412915,0.000557818170221408,0.01163979259444186,-0.20577542108683594,0.13875305428191764,37,1,50,0.74,0.02
OAK,arr,delay15_rate,0.05067769790144883,0.017166280345422984,0.03705311488788725,27,0.17362071917942387,0.2213364824305286,0.17252365182658452,0.20417020208510556,0.04771576325110474,0.03164655025852103,0.01606921299258371,0.01163979259444186,-0.20577542108683594,0.13875305428191764,37,1,50,0.74,0.02
RSW,arr,delay15_rate,0.05371472575472477,-0.020065745465609505,0.053275225569700255,27,0.2031176994053302,0.22364964995849737,0.21077088558226073,0.24371539542410686,0.020531950553167172,0.03294450984184613,-0.01241255928867896,0.01163979259444186,-0.20577542108683594,0.13875305428191764,37,1,50,0.74,0.02
SJU,arr,delay15_rate,0.08395127746427897,0.011741556116836303,0.0472413475024931,27,0.21552678433183325,0.23752781582922886,0.20883305396296578,0.22578625971239247,0.0220010314973956,0.016953205749426686,0.005047825747968915,0.01163979259444186,-0.20577542108683594,0.13875305428191764,37,1,50,0.74,0.02
CVG,arr,delay15_rate,0.05933897111562828,0.0010885777811339332,0.042768894412309924,27,0.23065525646047272,0.26036319155126925,0.22692457170172742,0.25927461377013533,0.029707935090796528,0.032350042068407914,-0.002642106977611386,0.01163979259444186,-0.20577542108683594,0.13875305428191764,37,1,50,0.74,0.02
ORD,arr,nas_delay_per_scheduled_op,8.297794833164431,1.5058008905069522,1.7282732767202982,27,2.7437358816171136,4.268365307943921,3.078586763168204,2.762564417436969,1.5246294263268076,-0.316022345731235,1.8406517720580426,6.283025521192093,-25.287419669585713,17.282875266523636,48,1,50,0.96,0.02
ATL,arr,nas_delay_per_scheduled_op,3.6714027093865544,0.4682576405597134,2.1514717105369576,27,2.5535120439888765,3.5887945161291697,2.6669820852513415,3.1205368755694565,1.0352824721402931,0.45355479031811496,0.5817276818221782,6.283025521192093,-25.287419669585713,17.282875266523636,48,1,50,0.96,0.02
DFW,arr,nas_delay_per_scheduled_op,3.857107347898886,-2.8065230549512923,3.901771238515474,27,5.778663409342012,5.060813266268441,4.636143133919115,7.867336321219734,-0.7178501430735711,3.2311931873006197,-3.9490433303741908,6.283025521192093,-25.287419669585713,17.282875266523636,48,1,50,0.96,0.02
DEN,arr,nas_delay_per_scheduled_op,8.330803813497674,11.514785003142581,12.979454964034554,27,9.439030183614468,15.21578493915994,6.398015181219033,3.7009999360173604,5.776754755545472,-2.6970152452016722,8.473770000747145,6.283025521192093,-25.287419669585713,17.282875266523636,48,1,50,0.96,0.02
PHX,arr,nas_delay_per_scheduled_op,3.673351113002125,-0.7430958362044544,1.002702653364782,27,1.6672025856754618,1.5242779295704783,1.7484014355445625,2.267373765774933,-0.1429246561049835,0.5189723302303704,-0.6618969863353539,6.283025521192093,-25.287419669585713,17.282875266523636,48,1,50,0.96,0.02
CLT,arr,nas_delay_per_scheduled_op,2.0024469240000013,0.1196172499817757,1.5837045116493738,27,2.4029995816684906,2.5804239538968523,2.1973177090421583,2.460806703915077,0.17742437222836172,0.2634889948729189,-0.08606462264455716,6.283025521192093,-25.287419669585713,17.282875266523636,48,1,50,0.96,0.02
LAS,arr,nas_delay_per_scheduled_op,5.545014544213087,-0.21005948780522002,2.1867264847734504,27,2.697401656997229,2.9996508812043343,2.9424483982918983,3.209710369009554,0.30224922420710554,0.26726197071765556,0.034987253489449976,6.283025521192093,-25.287419669585713,17.282875266523636,48,1,50,0.96,0.02
LAX,arr,nas_delay_per_scheduled_op,1.0470328362025605,0.026344445380969056,0.7719378920654876,27,1.6190178160282946,1.919026488510099,1.702988856701136,1.8926820431291296,0.3000086724818043,0.1896931864279936,0.1103154860538107,6.283025521192093,-25.287419669585713,17.282875266523636,48,1,50,0.96,0.02
MCO,arr,nas_delay_per_scheduled_op,4.5086431702467875,2.362246655651911,2.951630940530669,27,4.068782205057332,6.034602518210614,3.829954808188561,3.6723558625587036,1.9658203131532828,-0.1575989456298572,2.12341925878314,6.283025521192093,-25.287419669585713,17.282875266523636,48,1,50,0.96,0.02
SEA,arr,nas_delay_per_scheduled_op,1.7505447883066103,1.1120535440903656,1.2287241103313828,27,2.052866076964969,3.005229370659116,1.8289002939256571,1.8931758265687508,0.9523632936941473,0.06427553264309371,0.8880877610510536,6.283025521192093,-25.287419669585713,17.282875266523636,48,1,50,0.96,0.02
BOS,arr,nas_delay_per_scheduled_op,9.534730508595331,2.8120141921162993,5.315523490450783,27,6.367585170766186,6.982823925628029,6.357976959136313,4.170809733511729,0.615238754861843,-2.1871672256245844,2.8024059804864274,6.283025521192093,-25.287419669585713,17.282875266523636,48,1,50,0.96,0.02
SFO,arr,nas_delay_per_scheduled_op,9.828910358863263,-0.7289559132022713,2.842060401319065,27,3.440150042024308,3.2444764307268827,3.9974411807582597,3.973432343929154,-0.19567361129742533,-0.024008836829105817,-0.17166477446831951,6.283025521192093,-25.287419669585713,17.282875266523636,48,1,50,0.96,0.02
DCA,arr,nas_delay_per_scheduled_op,5.9508754570547415,1.740832370160681,3.852009557499553,27,6.098268704080546,5.565971537188425,5.27764508414739,3.825139167027743,-0.5322971668921213,-1.4525059171196473,0.920208750227526,6.283025521192093,-25.287419669585713,17.282875266523636,48,1,50,0.96,0.02
LGA,arr,nas_delay_per_scheduled_op,8.899601465245931,-1.845667408022392,3.3777235497461953,27,9.065588841959451,3.5708742475697255,9.60744559262781,5.416541655592118,-5.494714594389726,-4.190903937035692,-1.3038106573540338,6.283025521192093,-25.287419669585713,17.282875266523636,48,1,50,0.96,0.02
DTW,arr,nas_delay_per_scheduled_op,2.10805881189574,-0.7571322323569943,0.8738763408497767,27,1.8593973346513966,1.5343740337489804,2.140219394684538,2.2915062661059746,-0.32502330090241616,0.1512868714214366,-0.47631017232385275,6.283025521192093,-25.287419669585713,17.282875266523636,48,1,50,0.96,0.02
IAH,arr,nas_delay_per_scheduled_op,3.3712565839629907,6.971959469411202,7.452345990647279,27,4.274738062798825,11.083801605259534,4.470702062001119,4.111842135848333,6.809063542460709,-0.3588599261527863,7.167923468613496,6.283025521192093,-25.287419669585713,17.282875266523636,48,1,50,0.96,0.02
SLC,arr,nas_delay_per_scheduled_op,0.6358629832487502,-0.21783460194915402,0.7296097672335592,27,1.003154960736148,1.245202218020431,1.1511970484422085,1.463036819969585,0.2420472572842829,0.3118397715273764,-0.06979251424309352,6.283025521192093,-25.287419669585713,17.282875266523636,48,1,50,0.96,0.02
MIA,arr,nas_delay_per_scheduled_op,2.897610381470116,-0.391991629052488,1.120653673378965,27,3.206006881527987,3.6240667737582615,3.881335655283563,4.01605840281075,0.4180598922302745,0.13472274752718727,0.28333714470308724,6.283025521192093,-25.287419669585713,17.282875266523636,48,1,50,0.96,0.02
MSP,arr,nas_delay_per_scheduled_op,3.2862033972982916,-0.9217629105047094,1.8439612733689406,27,3.568456527920575,1.7649425872418325,3.1990909391132205,2.6867054977465417,-1.8035139406787426,-0.5123854413666789,-1.2911284993120637,6.283025521192093,-25.287419669585713,17.282875266523636,48,1,50,0.96,0.02
EWR,arr,nas_delay_per_scheduled_op,17.282875266523636,6.283025521192093,9.471488861812476,27,40.03105735306013,10.453477064228352,8.460612162282322,4.1704515430362585,-29.577580288831776,-4.2901606192460635,-25.287419669585713,6.283025521192093,-25.287419669585713,17.282875266523636,48,1,50,0.96,0.02
BNA,arr,nas_delay_per_scheduled_op,4.085376502738693,-0.4145378859702681,2.6057572474457835,27,2.553801681947171,3.266264601763211,2.8499737381457897,3.6808024877334784,0.7124629198160397,0.8308287495876887,-0.118365829771649,6.283025521192093,-25.287419669585713,17.282875266523636,48,1,50,0.96,0.02
JFK,arr,nas_delay_per_scheduled_op,6.352641366607841,0.5883776628023603,4.1122886307289646,27,7.501264980847473,5.105014570292815,8.0316495240207,4.516636907490454,-2.396250410554658,-3.515012616530246,1.118762205975588,6.283025521192093,-25.287419669585713,17.282875266523636,48,1,50,0.96,0.02
PHL,arr,nas_delay_per_scheduled_op,2.7385144489934103,0.20975098581357535,1.6554430697487805,27,4.237665146358239,3.323715910924928,4.1876229884164395,3.113964925111352,-0.9139492354333112,-1.0736580633050874,0.1597088278717762,6.283025521192093,-25.287419669585713,17.282875266523636,48,1,50,0.96,0.02
BWI,arr,nas_delay_per_scheduled_op,3.3372152349512656,0.511745564898181,2.137284741307008,27,2.665414910810508,3.26210461911513,2.9960280883770194,2.750359054216949,0.5966897083046221,-0.24566903416007024,0.8423587424646923,6.283025521192093,-25.287419669585713,17.282875266523636,48,1,50,0.96,0.02
SAN,arr,nas_delay_per_scheduled_op,4.29589839339718,0.22189505839692103,0.9026279378003659,27,2.197855333411901,2.6278343430106883,2.1077928703703592,2.4059392846137677,0.42997900959878743,0.2981464142434085,0.13183259535537895,6.283025521192093,-25.287419669585713,17.282875266523636,48,1,50,0.96,0.02
AUS,arr,nas_delay_per_scheduled_op,3.1319259667131085,1.1732180312725384,2.225357018445242,27,4.016073730271566,4.994392783330188,3.99249380327617,3.8211747520576496,0.9783190530586214,-0.17131905121852053,1.149638104277142,6.283025521192093,-25.287419669585713,17.282875266523636,48,1,50,0.96,0.02
FLL,arr,nas_delay_per_scheduled_op,2.6144046652969704,0.973433975772433,1.9525601307503804,27,4.631865459780817,4.566442318323745,4.448322348812897,3.593008342551312,-0.06542314145707273,-0.8553140062615849,0.7898908648045122,6.283025521192093,-25.287419669585713,17.282875266523636,48,1,50,0.96,0.02
TPA,arr,nas_delay_per_scheduled_op,2.4188255924071376,-0.7360587645473855,1.6643134886536015,27,2.5923796143060676,3.189346089450291,3.324217335054597,3.925404853997677,0.5969664751442236,0.60118751894308,-0.00422104379885635,6.283025521192093,-25.287419669585713,17.282875266523636,48,1,50,0.96,0.02
DAL,arr,nas_delay_per_scheduled_op,3.4183759007498353,0.36403533709494185,2.4834249679982894,27,4.371241751465595,4.0517320657914,4.194106773755324,3.687696728696458,-0.3195096856741948,-0.5064100450588662,0.18690035938467142,6.283025521192093,-25.287419669585713,17.282875266523636,48,1,50,0.96,0.02
MDW,arr,nas_delay_per_scheduled_op,2.625582360446928,0.20846173723556996,1.0774128355008914,27,1.3241254275990215,1.972751451804574,1.5703138608770093,1.764289714569004,0.6486260242055524,0.19397585369199466,0.4546501705135577,6.283025521192093,-25.287419669585713,17.282875266523636,48,1,50,0.96,0.02
STL,arr,nas_delay_per_scheduled_op,1.6036303036603017,-0.7257797981467193,1.0509166284234086,27,1.8981932095182612,1.7222416473915887,2.1677208863594313,2.448021445538308,-0.1759515621266725,0.28030055917887653,-0.45625212130554904,6.283025521192093,-25.287419669585713,17.282875266523636,48,1,50,0.96,0.02
IAD,arr,nas_delay_per_scheduled_op,3.312265918024836,0.14921639658346694,1.3213527010413775,27,3.1106107383968418,2.675052198187148,2.8723930172289824,2.5258358016036806,-0.43555854020969376,-0.34655721562530184,-0.08900132458439192,6.283025521192093,-25.287419669585713,17.282875266523636,48,1,50,0.96,0.02
SMF,arr,nas_delay_per_scheduled_op,0.6196132733238728,-0.2204068495691881,0.5788128644012981,27,1.0210607861927745,1.2101724959024647,1.0211594204877448,1.430579345471653,0.18911170970969016,0.40941992498390833,-0.22030821527421818,6.283025521192093,-25.287419669585713,17.282875266523636,48,1,50,0.96,0.02
PDX,arr,nas_delay_per_scheduled_op,1.0294515721548403,-0.1206653131513885,0.5913280352509845,27,1.2233854597438463,1.786991303232364,1.428643585927674,1.9076566163837523,0.5636058434885178,0.47901303045607824,0.0845928130324396,6.283025521192093,-25.287419669585713,17.282875266523636,48,1,50,0.96,0.02
HNL,arr,nas_delay_per_scheduled_op,0.9984903228462486,-0.5976896255860267,0.8162157156937034,27,0.3443229903133383,0.6127462194720851,0.8155549464734578,1.2104358450581116,0.2684232291587468,0.3948808985846538,-0.12645766942590703,6.283025521192093,-25.287419669585713,17.282875266523636,48,1,50,0.96,0.02
HOU,arr,nas_delay_per_scheduled_op,2.764750660663494,-0.3591058153899324,1.4080539916316437,27,2.8255404020350636,3.7509640663362256,2.3388904051257984,4.110069881726157,0.925423664301162,1.7711794766003588,-0.8457558122991968,6.283025521192093,-25.287419669585713,17.282875266523636,48,1,50,0.96,0.02
RDU,arr,nas_delay_per_scheduled_op,1.3480161347079076,-0.17170286714115263,0.9037017632639083,27,2.623277232679797,2.399425293865072,2.680478670864551,2.5711281610062247,-0.22385193881472487,-0.10935050985832628,-0.11450142895639859,6.283025521192093,-25.287419669585713,17.282875266523636,48,1,50,0.96,0.02
MSY,arr,nas_delay_per_scheduled_op,2.3406533270742136,-0.5602895663173467,1.7525533107840332,27,3.0529321192455336,3.5380232497377673,3.179002783285983,4.098312816055114,0.4850911304922336,0.9193100327691313,-0.43421890227689763,6.283025521192093,-25.287419669585713,17.282875266523636,48,1,50,0.96,0.02
MCI,arr,nas_delay_per_scheduled_op,1.4343812223473429,0.4380026173740418,1.1022584703417195,27,1.951081537044392,2.5424502729172302,2.0197407720529923,2.1044476555431886,0.5913687358728383,0.08470688349019628,0.506661852382642,6.283025521192093,-25.287419669585713,17.282875266523636,48,1,50,0.96,0.02
IND,arr,nas_delay_per_scheduled_op,1.325799163917332,0.2574862831783942,0.805680772102172,27,2.443423163144275,2.656442719463056,2.661254461304451,2.398956436284662,0.2130195563187809,-0.26229802501978927,0.47531758133857016,6.283025521192093,-25.287419669585713,17.282875266523636,48,1,50,0.96,0.02
SJC,arr,nas_delay_per_scheduled_op,0.6440834759159159,-0.2873852282607516,0.5431343644233735,27,0.7347927357097341,0.9869453568476885,0.8720328651814794,1.2743305851084399,0.25215262113795434,0.4022977199269605,-0.15014509878900617,6.283025521192093,-25.287419669585713,17.282875266523636,48,1,50,0.96,0.02
CMH,arr,nas_delay_per_scheduled_op,1.2819148472227238,-0.09249665774172777,1.1094556923786916,27,3.2889074876334976,2.952004920431117,3.1934740065550375,3.044501578172845,-0.33690256720238043,-0.1489724283821925,-0.18793013882018794,6.283025521192093,-25.287419669585713,17.282875266523636,48,1,50,0.96,0.02
SNA,arr,nas_delay_per_scheduled_op,1.4695773242511874,-0.13437154658601203,1.003539646306097,27,1.2488455454111893,1.7567441917383515,1.3341595973400295,1.8911157383243635,0.5078986463271622,0.556956140984334,-0.049057494657171796,6.283025521192093,-25.287419669585713,17.282875266523636,48,1,50,0.96,0.02
PIT,arr,nas_delay_per_scheduled_op,1.4055107046390865,-1.059569845212569,1.1481685980093528,27,2.92085079515191,1.9386505625798942,3.052211692090323,2.9982204077924623,-0.9822002325720156,-0.05399128429786071,-0.9282089482741549,6.283025521192093,-25.287419669585713,17.282875266523636,48,1,50,0.96,0.02
SAT,arr,nas_delay_per_scheduled_op,1.5995817765720286,-0.5785902790430553,1.5714668417313367,27,2.189372736828385,2.9706717086161074,2.5664280737482397,3.549261987659164,0.7812989717877223,0.9828339139109241,-0.20153494212320178,6.283025521192093,-25.287419669585713,17.282875266523636,48,1,50,0.96,0.02
CLE,arr,nas_delay_per_scheduled_op,1.229486419428178,0.10186872603065077,1.164184713147314,27,1.948078367101247,2.1187391113277476,1.9590940669569314,2.016870385297097,0.17066074422650068,0.05777631834016539,0.1128844258863353,6.283025521192093,-25.287419669585713,17.282875266523636,48,1,50,0.96,0.02
OAK,arr,nas_delay_per_scheduled_op,0.6252095127721183,0.0030787551124639117,0.6824700349895323,27,0.554033209857166,1.0190780157406845,0.772954106347542,1.0159992606282207,0.4650448058835185,0.24304515428067863,0.22199965160283985,6.283025521192093,-25.287419669585713,17.282875266523636,48,1,50,0.96,0.02
RSW,arr,nas_delay_per_scheduled_op,2.0089249540866607,-0.8470354172647949,1.7584219889986716,27,2.9860410416784497,2.7895318763187937,3.2489264633407924,3.6365672935835898,-0.196509165359656,0.3876408302427974,-0.5841499956024534,6.283025521192093,-25.287419669585713,17.282875266523636,48,1,50,0.96,0.02
SJU,arr,nas_delay_per_scheduled_op,3.5530026404774895,-0.12323201344671159,1.9728886061012243,27,3.119398930386093,3.6144929961374865,3.251022220838084,3.7377250095841985,0.4950940657513936,0.4867027887461144,0.008391277005279196,6.283025521192093,-25.287419669585713,17.282875266523636,48,1,50,0.96,0.02
CVG,arr,nas_delay_per_scheduled_op,1.9416695715442065,-0.4820553638537587,1.1845051453804596,27,2.6447128409603238,2.4278890301026164,2.562309662901401,2.909944393956376,-0.2168238108577074,0.347634731054975,-0.5644585419126824,6.283025521192093,-25.287419669585713,17.282875266523636,48,1,50,0.96,0.02
ORD,dep,scheduled_ops,114.37746585142058,93.05042552104996,93.05042552104996,27,887.3428571428572,945.3703703703703,819.7064936277723,852.3199448493206,58.02751322751317,32.6134512215483,25.414062005964865,-25.92203453467567,-14.817436506798742,34.18951657500887,5,8,50,0.1,0.16
ATL,dep,scheduled_ops,48.86434755854622,-16.781037681738827,21.722768425769182,27,867.8857142857142,900.3703703703703,857.3523781850114,917.1514080521091,32.48465608465608,59.799029867097715,-27.314373782441635,-25.92203453467567,-14.817436506798742,34.18951657500887,5,8,50,0.1,0.16
DFW,dep,scheduled_ops,39.15822403959987,-1.851830455190149,19.407406286935068,27,865.9142857142857,907.8148148148148,848.6571254481128,909.6666452700051,41.90052910052907,61.009519821892354,-19.108990721363284,-25.92203453467567,-14.817436506798742,34.18951657500887,5,8,50,0.1,0.16
DEN,dep,scheduled_ops,38.77944670644778,14.899615337570266,19.60948899591261,27,848.6571428571428,909.6666666666666,856.6175043664801,894.7670513290965,61.009523809523785,38.14954696261634,22.859976846907443,-25.92203453467567,-14.817436506798742,34.18951657500887,5,8,50,0.1,0.16
PHX,dep,scheduled_ops,69.16773897865917,-72.28781104008759,72.28781104008759,27,581.2285714285714,529.074074074074,591.7179149811313,601.3618851141617,-52.15449735449738,9.643970133030393,-61.79846748752777,-25.92203453467567,-14.817436506798742,34.18951657500887,5,8,50,0.1,0.16
CLT,dep,scheduled_ops,58.98325515632631,-35.18265586027289,35.33710393408339,27,576.8857142857142,561.9629629629629,575.7300194464991,597.1456188232358,-14.92275132275131,21.415599376736736,-36.338350699488046,-25.92203453467567,-14.817436506798742,34.18951657500887,5,8,50,0.1,0.16
LAS,dep,scheduled_ops,54.45516819332913,-33.49848995947581,36.24919136646606,27,539.5714285714286,529.7407407407408,541.37935896867,563.2392307002165,-9.830687830687793,21.85987173154649,-31.690559562234284,-25.92203453467567,-14.817436506798742,34.18951657500887,5,8,50,0.1,0.16
LAX,dep,scheduled_ops,17.93292345115116,-13.215914049962223,13.215914049962223,27,530.6,541.1111111111111,531.0357282037721,554.3270251610734,10.511111111111063,23.291296957301256,-12.780185846190193,-25.92203453467567,-14.817436506798742,34.18951657500887,5,8,50,0.1,0.16
MCO,dep,scheduled_ops,24.31646558868574,-8.074904881333937,19.25979915042605,27,452.3142857142857,433.14814814814815,451.8801146521074,441.2230530294822,-19.166137566137536,-10.657061622625235,-8.5090759435123,-25.92203453467567,-14.817436506798742,34.18951657500887,5,8,50,0.1,0.16
SEA,dep,scheduled_ops,35.313343181000036,47.07943984078893,47.07943984078893,27,446.85714285714283,504.25925925925924,438.62418431233584,457.17981941847034,57.402116402116405,18.555635106134503,38.8464812959819,-25.92203453467567,-14.817436506798742,34.18951657500887,5,8,50,0.1,0.16
BOS,dep,scheduled_ops,13.494535170980445,-2.628075058144275,5.063604130001556,27,416.0,402.85185185185185,410.9611779418072,405.4799269099961,-13.148148148148152,-5.481251031811098,-7.666897116337054,-25.92203453467567,-14.817436506798742,34.18951657500887,5,8,50,0.1,0.16
SFO,dep,scheduled_ops,11.971322204991495,-6.877900872307306,9.107682256655815,27,414.34285714285716,415.037037037037,411.35703893829907,421.91493790934436,0.6941798941798538,10.55789897104529,-9.863719076865436,-25.92203453467567,-14.817436506798742,34.18951657500887,5,8,50,0.1,0.16
DCA,dep,scheduled_ops,13.36220244818263,3.653426462956462,7.029802143686283,27,398.9142857142857,394.7037037037037,397.8249639775268,391.0502772407473,-4.210582010582016,-6.774686736779529,2.564104726197513,-25.92203453467567,-14.817436506798742,34.18951657500887,5,8,50,0.1,0.16
LGA,dep,scheduled_ops,27.433579131556616,2.661706670704609,21.896222109798213,27,374.0285714285714,369.962962962963,371.2535165165044,367.30125629225836,-4.06560846560842,-3.9522602242460607,-0.11334824136235966,-25.92203453467567,-14.817436506798742,34.18951657500887,5,8,50,0.1,0.16
DTW,dep,scheduled_ops,8.794048783624797,-2.1050251331333283,7.039432105594345,27,339.0571428571429,347.77777777777777,337.77640668403774,349.8828029109111,8.720634920634893,12.106396226873358,-3.3857613062384644,-25.92203453467567,-14.817436506798742,34.18951657500887,5,8,50,0.1,0.16
IAH,dep,scheduled_ops,12.948826530711475,-8.323650475124,8.397311557263164,27,325.0,330.14814814814815,324.66951518419745,338.47179862327215,5.148148148148152,13.8022834390747,-8.654135290926547,-25.92203453467567,-14.817436506798742,34.18951657500887,5,8,50,0.1,0.16
SLC,dep,scheduled_ops,7.623759467492909,6.35789889297043,6.643285358788832,27,317.4,325.81481481481484,318.50138736965124,319.45691592184437,8.41481481481486,0.9555285521931296,7.459286262621731,-25.92203453467567,-14.817436506798742,34.18951657500887,5,8,50,0.1,0.16
MIA,dep,scheduled_ops,30.36438494903383,-2.839948359078979,7.310043619862974,27,314.4,297.4074074074074,319.00693725869525,300.2473557664864,-16.992592592592587,-18.759581492208838,1.7669888996162513,-25.92203453467567,-14.817436506798742,34.18951657500887,5,8,50,0.1,0.16
MSP,dep,scheduled_ops,11.507864870476206,8.081836436432363,9.704847046007622,27,311.48571428571427,333.037037037037,311.75207734755577,324.9552006006047,21.551322751322743,13.203123253048943,8.3481994982738,-25.92203453467567,-14.817436506798742,34.18951657500887,5,8,50,0.1,0.16
EWR,dep,scheduled_ops,34.18951657500887,-25.92203453467567,25.92203453467567,27,304.65714285714284,276.18518518518516,315.76174088501983,302.1072197198609,-28.471957671957682,-13.65452116515894,-14.817436506798742,-25.92203453467567,-14.817436506798742,34.18951657500887,5,8,50,0.1,0.16
BNA,dep,scheduled_ops,9.651897697685056,0.05504841393703449,10.024943476765971,27,301.62857142857143,309.0740740740741,298.0514178402223,309.01902566013706,7.445502645502643,10.967607819914747,-3.522105174412104,-25.92203453467567,-14.817436506798742,34.18951657500887,5,8,50,0.1,0.16
JFK,dep,scheduled_ops,12.423494870347016,12.264665995298483,12.264665995298483,27,290.4,292.962962962963,286.8447322907912,280.6982969676645,2.562962962963013,-6.146435323126752,8.709398286089765,-25.92203453467567,-14.817436506798742,34.18951657500887,5,8,50,0.1,0.16
PHL,dep,scheduled_ops,18.52114353525968,-9.78625811343779,10.146894653346852,27,287.77142857142854,287.1111111111111,282.17602788922625,296.8973692245489,-0.660317460317458,14.721341335322677,-15.381658795640135,-25.92203453467567,-14.817436506798742,34.18951657500887,5,8,50,0.1,0.16
BWI,dep,scheduled_ops,6.505931639181251,-2.9183951240540527,4.096628428306501,27,271.9428571428571,278.8888888888889,270.89513719645083,281.80728401294294,6.946031746031792,10.912146816492111,-3.9661150704603187,-25.92203453467567,-14.817436506798742,34.18951657500887,5,8,50,0.1,0.16
SAN,dep,scheduled_ops,7.400731048782799,-0.9277393987392223,2.071082516974722,27,269.51428571428573,278.14814814814815,269.7106062509198,279.0758875468874,8.633862433862419,9.365281295967577,-0.7314188621051585,-25.92203453467567,-14.817436506798742,34.18951657500887,5,8,50,0.1,0.16
AUS,dep,scheduled_ops,9.223861316897011,-0.3518852311130824,3.3511626143112285,27,246.97142857142856,249.77777777777777,246.6607054014162,250.1296630088909,2.8063492063492106,3.4689576074746924,-0.6626084011254818,-25.92203453467567,-14.817436506798742,34.18951657500887,5,8,50,0.1,0.16
FLL,dep,scheduled_ops,15.898724095881347,-13.717861004554363,13.717861004554363,27,239.17142857142858,213.88888888888889,248.49902621302036,227.6067498934433,-25.282539682539692,-20.892276319577064,-4.390263362962628,-25.92203453467567,-14.817436506798742,34.18951657500887,5,8,50,0.1,0.16
TPA,dep,scheduled_ops,10.309124598916052,-0.6525088579494359,4.349625535576439,27,231.6,218.0,231.37846028448982,218.65250885794944,-13.599999999999994,-12.725951426540377,-0.8740485734596177,-25.92203453467567,-14.817436506798742,34.18951657500887,5,8,50,0.1,0.16
DAL,dep,scheduled_ops,9.091848006229064,-2.4385504523654933,5.797604463404462,27,201.25714285714287,202.59259259259258,202.8066799951425,205.0311430449581,1.3354497354497141,2.224463049815597,-0.8890133143658829,-25.92203453467567,-14.817436506798742,34.18951657500887,5,8,50,0.1,0.16
MDW,dep,scheduled_ops,19.634860639226634,12.411188580905572,16.925175321381897,27,200.22857142857143,216.07407407407408,200.90114262463592,203.66288549316852,15.845502645502648,2.7617428685325933,13.083759776970055,-25.92203453467567,-14.817436506798742,34.18951657500887,5,8,50,0.1,0.16
STL,dep,scheduled_ops,5.1586165826324875,-3.4097497762609645,5.201187463745743,27,182.31428571428572,185.59259259259258,181.78320880793052,189.0023423688536,3.2783068783068643,7.219133560923069,-3.940826682616205,-25.92203453467567,-14.817436506798742,34.18951657500887,5,8,50,0.1,0.16
IAD,dep,scheduled_ops,9.289254727643959,9.903512744502835,9.955822290309797,27,172.71428571428572,177.77777777777777,166.8392810399471,167.87426503327495,5.063492063492049,1.0349839933278417,4.028508070164207,-25.92203453467567,-14.817436506798742,34.18951657500887,5,8,50,0.1,0.16
SMF,dep,scheduled_ops,6.774605255153092,4.037522657351916,4.970103501177349,27,166.68571428571428,171.40740740740742,165.772005376696,167.3698847500555,4.721693121693136,1.5978793733594898,3.123813748333646,-25.92203453467567,-14.817436506798742,34.18951657500887,5,8,50,0.1,0.16
PDX,dep,scheduled_ops,14.271004866357597,11.309442203678516,11.309442203678516,27,161.4,180.4814814814815,160.8682073238165,169.17203927780298,19.08148148148149,8.303831953986474,10.777649527495015,-25.92203453467567,-14.817436506798742,34.18951657500887,5,8,50,0.1,0.16
HNL,dep,scheduled_ops,8.809660034756543,8.410547539245577,8.960423985180794,27,157.85714285714286,162.74074074074073,158.57729720221366,154.33019320149518,4.883597883597872,-4.24710400071848,9.130701884316352,-25.92203453467567,-14.817436506798742,34.18951657500887,5,8,50,0.1,0.16
HOU,dep,scheduled_ops,7.285486825230397,-0.08231393672906612,3.3051999866798814,27,154.28571428571428,157.37037037037038,153.3763462930348,157.45268430709945,3.0846560846561033,4.076338014064646,-0.9916819294085428,-25.92203453467567,-14.817436506798742,34.18951657500887,5,8,50,0.1,0.16
RDU,dep,scheduled_ops,7.303802570029962,-2.067254157611544,3.5720580288603623,27,153.2,157.8148148148148,153.2302963613193,159.88206897242637,4.614814814814821,6.651772611107077,-2.0369577962922563,-25.92203453467567,-14.817436506798742,34.18951657500887,5,8,50,0.1,0.16
MSY,dep,scheduled_ops,15.295788214126619,-13.985678999500763,15.171268101444522,27,149.45714285714286,137.33333333333334,153.18779859112541,151.31901233283412,-12.123809523809513,-1.8687862582912942,-10.255023265518219,-25.92203453467567,-14.817436506798742,34.18951657500887,5,8,50,0.1,0.16
