treated_airport,side,metric,donor_airport,weight,scenario
EWR,dep,delay15_rate,PDX,8.08256366588835e-19,"Exclude NYC airports (JFK, LGA)"
EWR,dep,delay15_rate,DCA,0.0,"Exclude NYC airports (JFK, LGA)"
EWR,dep,delay15_rate,SEA,0.0,"Exclude NYC airports (JFK, LGA)"
EWR,dep,delay15_rate,LAX,0.0,"Exclude NYC airports (JFK, LGA)"
EWR,dep,delay15_rate,DEN,0.0,"Exclude NYC airports (JFK, LGA)"
EWR,dep,delay15_rate,PHX,0.0,"Exclude NYC airports (JFK, LGA)"
EWR,dep,delay15_rate,ORD,0.0,"Exclude NYC airports (JFK, LGA)"
EWR,dep,delay15_rate,MSP,0.0,"Exclude NYC airports (JFK, LGA)"
EWR,dep,delay15_rate,AUS,0.0,"Exclude NYC airports (JFK, LGA)"
EWR,dep,delay15_rate,SMF,0.0,"Exclude NYC airports (JFK, LGA)"
EWR,dep,delay15_rate,FLL,0.0,"Exclude NYC airports (JFK, LGA)"
EWR,dep,delay15_rate,BNA,0.0,"Exclude NYC airports (JFK, LGA)"
EWR,dep,delay15_rate,MCI,0.0,"Exclude NYC airports (JFK, LGA)"
EWR,dep,delay15_rate,SJC,0.0,"Exclude NYC airports (JFK, LGA)"
EWR,dep,delay15_rate,OAK,0.0,"Exclude NYC airports (JFK, LGA)"
EWR,dep,delay15_rate,RSW,0.0,"Exclude NYC airports (JFK, LGA)"
EWR,dep,delay15_rate,CVG,0.0,"Exclude NYC airports (JFK, LGA)"
EWR,dep,nas_delay_per_scheduled_op,MCO,0.3761128371227466,"Exclude NYC airports (JFK, LGA)"
EWR,dep,nas_delay_per_scheduled_op,BOS,0.3203097581750408,"Exclude NYC airports (JFK, LGA)"
EWR,dep,nas_delay_per_scheduled_op,IAD,0.13566579463007675,"Exclude NYC airports (JFK, LGA)"
EWR,dep,nas_delay_per_scheduled_op,IAH,0.1066373343884726,"Exclude NYC airports (JFK, LGA)"
EWR,dep,nas_delay_per_scheduled_op,FLL,0.0494531836085073,"Exclude NYC airports (JFK, LGA)"
EWR,dep,nas_delay_per_scheduled_op,RSW,0.011821092075154804,"Exclude NYC airports (JFK, LGA)"
EWR,dep,nas_delay_per_scheduled_op,HNL,1.582432658908319e-16,"Exclude NYC airports (JFK, LGA)"
EWR,dep,nas_delay_per_scheduled_op,DFW,1.5500433843932847e-16,"Exclude NYC airports (JFK, LGA)"
EWR,dep,nas_delay_per_scheduled_op,ATL,1.4721047509411817e-16,"Exclude NYC airports (JFK, LGA)"
EWR,dep,nas_delay_per_scheduled_op,SEA,1.373226788644671e-16,"Exclude NYC airports (JFK, LGA)"
EWR,dep,nas_delay_per_scheduled_op,SAT,1.2072548981219432e-16,"Exclude NYC airports (JFK, LGA)"
EWR,dep,nas_delay_per_scheduled_op,CLT,7.913243665640845e-17,"Exclude NYC airports (JFK, LGA)"
EWR,dep,nas_delay_per_scheduled_op,BNA,7.501907019842646e-17,"Exclude NYC airports (JFK, LGA)"
EWR,dep,nas_delay_per_scheduled_op,DCA,6.042375314799779e-17,"Exclude NYC airports (JFK, LGA)"
EWR,dep,nas_delay_per_scheduled_op,MDW,4.4091552294284313e-17,"Exclude NYC airports (JFK, LGA)"
EWR,dep,nas_delay_per_scheduled_op,LAS,3.232464112811133e-17,"Exclude NYC airports (JFK, LGA)"
EWR,dep,nas_delay_per_scheduled_op,IND,2.5573689863825672e-17,"Exclude NYC airports (JFK, LGA)"
EWR,dep,nas_delay_per_scheduled_op,CMH,2.4541319064836822e-17,"Exclude NYC airports (JFK, LGA)"
EWR,dep,nas_delay_per_scheduled_op,HOU,2.1902553332839388e-17,"Exclude NYC airports (JFK, LGA)"
EWR,dep,nas_delay_per_scheduled_op,STL,2.068759712941505e-17,"Exclude NYC airports (JFK, LGA)"
EWR,dep,nas_delay_per_scheduled_op,ORD,1.7644208379770335e-17,"Exclude NYC airports (JFK, LGA)"
EWR,dep,nas_delay_per_scheduled_op,MSP,1.5960095832676526e-17,"Exclude NYC airports (JFK, LGA)"
EWR,dep,nas_delay_per_scheduled_op,DTW,1.513873473358109e-17,"Exclude NYC airports (JFK, LGA)"
EWR,dep,nas_delay_per_scheduled_op,CVG,1.2222768993649536e-17,"Exclude NYC airports (JFK, LGA)"
EWR,dep,nas_delay_per_scheduled_op,OAK,9.647106788713918e-18,"Exclude NYC airports (JFK, LGA)"
EWR,dep,nas_delay_per_scheduled_op,SFO,9.51307202588675e-18,"Exclude NYC airports (JFK, LGA)"
EWR,dep,nas_delay_per_scheduled_op,SNA,4.05433890199533e-18,"Exclude NYC airports (JFK, LGA)"
EWR,dep,nas_delay_per_scheduled_op,LAX,0.0,"Exclude NYC airports (JFK, LGA)"
EWR,dep,nas_delay_per_scheduled_op,DEN,0.0,"Exclude NYC airports (JFK, LGA)"
EWR,dep,nas_delay_per_scheduled_op,PHX,0.0,"Exclude NYC airports (JFK, LGA)"
EWR,dep,nas_delay_per_scheduled_op,MIA,0.0,"Exclude NYC airports (JFK, LGA)"
EWR,dep,nas_delay_per_scheduled_op,PDX,0.0,"Exclude NYC airports (JFK, LGA)"
EWR,dep,nas_delay_per_scheduled_op,SMF,0.0,"Exclude NYC airports (JFK, LGA)"
EWR,dep,nas_delay_per_scheduled_op,TPA,0.0,"Exclude NYC airports (JFK, LGA)"
EWR,dep,nas_delay_per_scheduled_op,DAL,0.0,"Exclude NYC airports (JFK, LGA)"
EWR,dep,nas_delay_per_scheduled_op,PHL,0.0,"Exclude NYC airports (JFK, LGA)"
EWR,dep,nas_delay_per_scheduled_op,BWI,0.0,"Exclude NYC airports (JFK, LGA)"
EWR,dep,nas_delay_per_scheduled_op,SAN,0.0,"Exclude NYC airports (JFK, LGA)"
EWR,dep,nas_delay_per_scheduled_op,AUS,0.0,"Exclude NYC airports (JFK, LGA)"
EWR,dep,nas_delay_per_scheduled_op,SLC,0.0,"Exclude NYC airports (JFK, LGA)"
EWR,dep,nas_delay_per_scheduled_op,MCI,0.0,"Exclude NYC airports (JFK, LGA)"
EWR,dep,nas_delay_per_scheduled_op,RDU,0.0,"Exclude NYC airports (JFK, LGA)"
EWR,dep,nas_delay_per_scheduled_op,MSY,0.0,"Exclude NYC airports (JFK, LGA)"
EWR,dep,nas_delay_per_scheduled_op,SJC,0.0,"Exclude NYC airports (JFK, LGA)"
EWR,dep,nas_delay_per_scheduled_op,PIT,0.0,"Exclude NYC airports (JFK, LGA)"
EWR,dep,nas_delay_per_scheduled_op,CLE,0.0,"Exclude NYC airports (JFK, LGA)"
EWR,dep,nas_delay_per_scheduled_op,SJU,0.0,"Exclude NYC airports (JFK, LGA)"
EWR,arr,delay15_rate,CMH,0.8153928001106375,Exclude nearby Northeast airports
EWR,arr,delay15_rate,DEN,0.0916474509590875,Exclude nearby Northeast airports
EWR,arr,delay15_rate,RDU,0.056586131130047,Exclude nearby Northeast airports
EWR,arr,delay15_rate,DFW,0.014629224833302465,Exclude nearby Northeast airports
EWR,arr,delay15_rate,SFO,0.014500811292008147,Exclude nearby Northeast airports
EWR,arr,delay15_rate,SJU,0.007243581674916338,Exclude nearby Northeast airports
EWR,arr,delay15_rate,PIT,2.184152112468116e-16,Exclude nearby Northeast airports
EWR,arr,delay15_rate,TPA,1.1740556169386092e-16,Exclude nearby Northeast airports
EWR,arr,delay15_rate,PDX,9.280172997351946e-17,Exclude nearby Northeast airports
EWR,arr,delay15_rate,ORD,7.26086275897795e-17,Exclude nearby Northeast airports
EWR,arr,delay15_rate,HNL,6.599136130588545e-17,Exclude nearby Northeast airports
EWR,arr,delay15_rate,MCI,6.453601479322273e-17,Exclude nearby Northeast airports
EWR,arr,delay15_rate,SAN,6.303983108214015e-17,Exclude nearby Northeast airports
EWR,arr,delay15_rate,FLL,5.4454449540609553e-17,Exclude nearby Northeast airports
EWR,arr,delay15_rate,SLC,5.230937651122593e-17,Exclude nearby Northeast airports
EWR,arr,delay15_rate,SAT,5.1892807458696165e-17,Exclude nearby Northeast airports
EWR,arr,delay15_rate,SMF,3.377272973830918e-17,Exclude nearby Northeast airports
EWR,arr,delay15_rate,RSW,3.3769557992896315e-17,Exclude nearby Northeast airports
EWR,arr,delay15_rate,STL,3.363558434426149e-17,Exclude nearby Northeast airports
EWR,arr,delay15_rate,ATL,2.7849490638988425e-17,Exclude nearby Northeast airports
EWR,arr,delay15_rate,CLE,2.2026680800552287e-17,Exclude nearby Northeast airports
EWR,arr,delay15_rate,MCO,1.3474319375124623e-17,Exclude nearby Northeast airports
EWR,arr,delay15_rate,LAX,8.298955517426617e-18,Exclude nearby Northeast airports
EWR,arr,delay15_rate,DAL,3.83189871514714e-18,Exclude nearby Northeast airports
EWR,arr,delay15_rate,PHX,2.0963400907011344e-18,Exclude nearby Northeast airports
EWR,arr,delay15_rate,CLT,0.0,Exclude nearby Northeast airports
EWR,arr,delay15_rate,SEA,0.0,Exclude nearby Northeast airports
EWR,arr,delay15_rate,LAS,0.0,Exclude nearby Northeast airports
EWR,arr,delay15_rate,MSP,0.0,Exclude nearby Northeast airports
EWR,arr,delay15_rate,AUS,0.0,Exclude nearby Northeast airports
EWR,arr,delay15_rate,IAH,0.0,Exclude nearby Northeast airports
EWR,arr,delay15_rate,MIA,0.0,Exclude nearby Northeast airports
EWR,arr,delay15_rate,BNA,0.0,Exclude nearby Northeast airports
EWR,arr,delay15_rate,DTW,0.0,Exclude nearby Northeast airports
EWR,arr,delay15_rate,MDW,0.0,Exclude nearby Northeast airports
EWR,arr,delay15_rate,IND,0.0,Exclude nearby Northeast airports
EWR,arr,delay15_rate,HOU,0.0,Exclude nearby Northeast airports
EWR,arr,delay15_rate,MSY,0.0,Exclude nearby Northeast airports
EWR,arr,delay15_rate,SJC,0.0,Exclude nearby Northeast airports
EWR,arr,delay15_rate,SNA,0.0,Exclude nearby Northeast airports
EWR,arr,delay15_rate,OAK,0.0,Exclude nearby Northeast airports
EWR,arr,delay15_rate,CVG,0.0,Exclude nearby Northeast airports
EWR,arr,nas_delay_per_scheduled_op,FLL,0.5429043699553007,Exclude nearby Northeast airports
EWR,arr,nas_delay_per_scheduled_op,DEN,0.4267986922873134,Exclude nearby Northeast airports
EWR,arr,nas_delay_per_scheduled_op,DFW,0.030296937757384824,Exclude nearby Northeast airports
EWR,arr,nas_delay_per_scheduled_op,AUS,2.8817867022293374e-16,Exclude nearby Northeast airports
EWR,arr,nas_delay_per_scheduled_op,CLT,1.8073387474804946e-16,Exclude nearby Northeast airports
EWR,arr,nas_delay_per_scheduled_op,SJC,1.252048977417638e-16,Exclude nearby Northeast airports
EWR,arr,nas_delay_per_scheduled_op,LAS,1.1941675323248895e-16,Exclude nearby Northeast airports
EWR,arr,nas_delay_per_scheduled_op,IND,9.88905898882814e-17,Exclude nearby Northeast airports
EWR,arr,nas_delay_per_scheduled_op,LAX,8.980704722079505e-17,Exclude nearby Northeast airports
EWR,arr,nas_delay_per_scheduled_op,STL,6.501380998081021e-17,Exclude nearby Northeast airports
EWR,arr,nas_delay_per_scheduled_op,MDW,5.663692113638401e-17,Exclude nearby Northeast airports
EWR,arr,nas_delay_per_scheduled_op,BNA,4.689646905606443e-17,Exclude nearby Northeast airports
EWR,arr,nas_delay_per_scheduled_op,SEA,4.399518827290754e-17,Exclude nearby Northeast airports
EWR,arr,nas_delay_per_scheduled_op,SFO,4.373031911234943e-17,Exclude nearby Northeast airports
EWR,arr,nas_delay_per_scheduled_op,SAT,3.983282826397041e-17,Exclude nearby Northeast airports
EWR,arr,nas_delay_per_scheduled_op,CLE,3.7704346098324415e-17,Exclude nearby Northeast airports
EWR,arr,nas_delay_per_scheduled_op,CVG,3.47609906450683e-17,Exclude nearby Northeast airports
EWR,arr,nas_delay_per_scheduled_op,ATL,1.5470829157702773e-17,Exclude nearby Northeast airports
EWR,arr,nas_delay_per_scheduled_op,MSP,1.3887530928876102e-17,Exclude nearby Northeast airports
EWR,arr,nas_delay_per_scheduled_op,SNA,1.3311770521145528e-17,Exclude nearby Northeast airports
EWR,arr,nas_delay_per_scheduled_op,RDU,1.2505645395553916e-17,Exclude nearby Northeast airports
EWR,arr,nas_delay_per_scheduled_op,SLC,6.7901315433925096e-18,Exclude nearby Northeast airports
EWR,arr,nas_delay_per_scheduled_op,PHX,2.3772314018278354e-18,Exclude nearby Northeast airports
EWR,arr,nas_delay_per_scheduled_op,RSW,2.165887230860472e-18,Exclude nearby Northeast airports
EWR,arr,nas_delay_per_scheduled_op,MCO,0.0,Exclude nearby Northeast airports
EWR,arr,nas_delay_per_scheduled_op,ORD,0.0,Exclude nearby Northeast airports
EWR,arr,nas_delay_per_scheduled_op,PDX,0.0,Exclude nearby Northeast airports
EWR,arr,nas_delay_per_scheduled_op,SMF,0.0,Exclude nearby Northeast airports
EWR,arr,nas_delay_per_scheduled_op,TPA,0.0,Exclude nearby Northeast airports
EWR,arr,nas_delay_per_scheduled_op,DAL,0.0,Exclude nearby Northeast airports
EWR,arr,nas_delay_per_scheduled_op,IAH,0.0,Exclude nearby Northeast airports
EWR,arr,nas_delay_per_scheduled_op,DTW,0.0,Exclude nearby Northeast airports
EWR,arr,nas_delay_per_scheduled_op,MIA,0.0,Exclude nearby Northeast airports
EWR,arr,nas_delay_per_scheduled_op,SAN,0.0,Exclude nearby Northeast airports
EWR,arr,nas_delay_per_scheduled_op,CMH,0.0,Exclude nearby Northeast airports
EWR,arr,nas_delay_per_scheduled_op,MCI,0.0,Exclude nearby Northeast airports
EWR,arr,nas_delay_per_scheduled_op,HOU,0.0,Exclude nearby Northeast airports
EWR,arr,nas_delay_per_scheduled_op,MSY,0.0,Exclude nearby Northeast airports
EWR,arr,nas_delay_per_scheduled_op,HNL,0.0,Exclude nearby Northeast airports
EWR,arr,nas_delay_per_scheduled_op,PIT,0.0,Exclude nearby Northeast airports
EWR,arr,nas_delay_per_scheduled_op,OAK,0.0,Exclude nearby Northeast airports
EWR,arr,nas_delay_per_scheduled_op,SJU,0.0,Exclude nearby Northeast airports
EWR,dep,delay15_rate,CMH,0.33664999814086194,Exclude nearby Northeast airports
EWR,dep,delay15_rate,IAH,0.15335010279486866,Exclude nearby Northeast airports
EWR,dep,delay15_rate,DAL,0.12593944058012937,Exclude nearby Northeast airports
EWR,dep,delay15_rate,MCO,0.11212829164122508,Exclude nearby Northeast airports
EWR,dep,delay15_rate,CLT,0.09979433013887812,Exclude nearby Northeast airports
EWR,dep,delay15_rate,SFO,0.07000706947713344,Exclude nearby Northeast airports
EWR,dep,delay15_rate,DEN,0.05275198203417622,Exclude nearby Northeast airports
EWR,dep,delay15_rate,FLL,0.04937878519272636,Exclude nearby Northeast airports
EWR,dep,delay15_rate,SEA,1.2086066064759417e-16,Exclude nearby Northeast airports
EWR,dep,delay15_rate,DFW,1.04622696921682e-16,Exclude nearby Northeast airports
EWR,dep,delay15_rate,ATL,1.0446044606784903e-16,Exclude nearby Northeast airports
EWR,dep,delay15_rate,HNL,6.800460161195256e-17,Exclude nearby Northeast airports
EWR,dep,delay15_rate,SJU,6.259165252295648e-17,Exclude nearby Northeast airports
EWR,dep,delay15_rate,MSY,5.87656116238901e-17,Exclude nearby Northeast airports
EWR,dep,delay15_rate,AUS,4.813199029640149e-17,Exclude nearby Northeast airports
EWR,dep,delay15_rate,BNA,4.5450286698771353e-17,Exclude nearby Northeast airports
EWR,dep,delay15_rate,HOU,3.796884307345428e-17,Exclude nearby Northeast airports
EWR,dep,delay15_rate,SJC,3.070782291204629e-17,Exclude nearby Northeast airports
EWR,dep,delay15_rate,LAS,2.6624839067615115e-17,Exclude nearby Northeast airports
EWR,dep,delay15_rate,SMF,2.475401756911769e-17,Exclude nearby Northeast airports
EWR,dep,delay15_rate,CVG,1.849687926510923e-17,Exclude nearby Northeast airports
EWR,dep,delay15_rate,MIA,1.6868444171545174e-17,Exclude nearby Northeast airports
EWR,dep,delay15_rate,CLE,1.4667613958333938e-17,Exclude nearby Northeast airports
EWR,dep,delay15_rate,SNA,1.1193474533179946e-17,Exclude nearby Northeast airports
EWR,dep,delay15_rate,STL,8.052707258436099e-18,Exclude nearby Northeast airports
EWR,dep,delay15_rate,RDU,7.174379158931562e-18,Exclude nearby Northeast airports
EWR,dep,delay15_rate,SAN,6.34098881320709e-18,Exclude nearby Northeast airports
EWR,dep,delay15_rate,TPA,5.845635130565901e-18,Exclude nearby Northeast airports
EWR,dep,delay15_rate,MDW,9.363616127959633e-19,Exclude nearby Northeast airports
EWR,dep,delay15_rate,SLC,8.928748790428729e-19,Exclude nearby Northeast airports
EWR,dep,delay15_rate,LAX,0.0,Exclude nearby Northeast airports
EWR,dep,delay15_rate,PHX,0.0,Exclude nearby Northeast airports
EWR,dep,delay15_rate,ORD,0.0,Exclude nearby Northeast airports
EWR,dep,delay15_rate,DTW,0.0,Exclude nearby Northeast airports
EWR,dep,delay15_rate,PDX,0.0,Exclude nearby Northeast airports
EWR,dep,delay15_rate,MSP,0.0,Exclude nearby Northeast airports
EWR,dep,delay15_rate,MCI,0.0,Exclude nearby Northeast airports
EWR,dep,delay15_rate,IND,0.0,Exclude nearby Northeast airports
EWR,dep,delay15_rate,SAT,0.0,Exclude nearby Northeast airports
EWR,dep,delay15_rate,PIT,0.0,Exclude nearby Northeast airports
EWR,dep,delay15_rate,RSW,0.0,Exclude nearby Northeast airports
EWR,dep,delay15_rate,OAK,0.0,Exclude nearby Northeast airports
EWR,dep,nas_delay_per_scheduled_op,MCO,0.46750397538791677,Exclude nearby Northeast airports
EWR,dep,nas_delay_per_scheduled_op,DTW,0.14230378867617993,Exclude nearby Northeast airports
EWR,dep,nas_delay_per_scheduled_op,IAH,0.12871149769271387,Exclude nearby Northeast airports
EWR,dep,nas_delay_per_scheduled_op,PIT,0.10064777360831557,Exclude nearby Northeast airports
EWR,dep,nas_delay_per_scheduled_op,RSW,0.08538420943509197,Exclude nearby Northeast airports
EWR,dep,nas_delay_per_scheduled_op,FLL,0.06015744635118028,Exclude nearby Northeast airports
EWR,dep,nas_delay_per_scheduled_op,ORD,0.011653484336836181,Exclude nearby Northeast airports
EWR,dep,nas_delay_per_scheduled_op,CMH,0.0036378245117645804,Exclude nearby Northeast airports
EWR,dep,nas_delay_per_scheduled_op,SMF,2.3931052452186267e-16,Exclude nearby Northeast airports
EWR,dep,nas_delay_per_scheduled_op,ATL,1.7387892341236255e-16,Exclude nearby Northeast airports
EWR,dep,nas_delay_per_scheduled_op,SJC,1.108054620280184e-16,Exclude nearby Northeast airports
EWR,dep,nas_delay_per_scheduled_op,DEN,1.1050730643058489e-16,Exclude nearby Northeast airports
EWR,dep,nas_delay_per_scheduled_op,CVG,8.30634389395456e-17,Exclude nearby Northeast airports
EWR,dep,nas_delay_per_scheduled_op,TPA,7.047314121155769e-17,Exclude nearby Northeast airports
EWR,dep,nas_delay_per_scheduled_op,SAT,6.628541032033244e-17,Exclude nearby Northeast airports
EWR,dep,nas_delay_per_scheduled_op,RDU,4.2310989781246755e-17,Exclude nearby Northeast airports
EWR,dep,nas_delay_per_scheduled_op,IND,4.053560872380174e-17,Exclude nearby Northeast airports
EWR,dep,nas_delay_per_scheduled_op,DAL,3.913969842672666e-17,Exclude nearby Northeast airports
EWR,dep,nas_delay_per_scheduled_op,OAK,1.7143946852427017e-17,Exclude nearby Northeast airports
EWR,dep,nas_delay_per_scheduled_op,SLC,1.620882247865827e-17,Exclude nearby Northeast airports
EWR,dep,nas_delay_per_scheduled_op,MSY,1.1180834903756749e-17,Exclude nearby Northeast airports
EWR,dep,nas_delay_per_scheduled_op,LAX,7.752045533271346e-18,Exclude nearby Northeast airports
EWR,dep,nas_delay_per_scheduled_op,CLE,7.657177843178864e-18,Exclude nearby Northeast airports
EWR,dep,nas_delay_per_scheduled_op,SAN,4.6891743959998005e-18,Exclude nearby Northeast airports
EWR,dep,nas_delay_per_scheduled_op,DFW,0.0,Exclude nearby Northeast airports
EWR,dep,nas_delay_per_scheduled_op,CLT,0.0,Exclude nearby Northeast airports
EWR,dep,nas_delay_per_scheduled_op,SEA,0.0,Exclude nearby Northeast airports
EWR,dep,nas_delay_per_scheduled_op,LAS,0.0,Exclude nearby Northeast airports
EWR,dep,nas_delay_per_scheduled_op,PHX,0.0,Exclude nearby Northeast airports
EWR,dep,nas_delay_per_scheduled_op,AUS,0.0,Exclude nearby Northeast airports
EWR,dep,nas_delay_per_scheduled_op,SFO,0.0,Exclude nearby Northeast airports
EWR,dep,nas_delay_per_scheduled_op,MIA,0.0,Exclude nearby Northeast airports
EWR,dep,nas_delay_per_scheduled_op,MSP,0.0,Exclude nearby Northeast airports
EWR,dep,nas_delay_per_scheduled_op,BNA,0.0,Exclude nearby Northeast airports
EWR,dep,nas_delay_per_scheduled_op,PDX,0.0,Exclude nearby Northeast airports
EWR,dep,nas_delay_per_scheduled_op,STL,0.0,Exclude nearby Northeast airports
EWR,dep,nas_delay_per_scheduled_op,MDW,0.0,Exclude nearby Northeast airports
EWR,dep,nas_delay_per_scheduled_op,HOU,0.0,Exclude nearby Northeast airports
EWR,dep,nas_delay_per_scheduled_op,MCI,0.0,Exclude nearby Northeast airports
EWR,dep,nas_delay_per_scheduled_op,HNL,0.0,Exclude nearby Northeast airports
EWR,dep,nas_delay_per_scheduled_op,SNA,0.0,Exclude nearby Northeast airports
EWR,dep,nas_delay_per_scheduled_op,SJU,0.0,Exclude nearby Northeast airports
EWR,arr,delay15_rate,RDU,0.6308279908307953,Exclude high-weight donor airports
EWR,arr,delay15_rate,DCA,0.22062102796012303,Exclude high-weight donor airports
EWR,arr,delay15_rate,AUS,0.14855098120908072,Exclude high-weight donor airports
EWR,arr,delay15_rate,SLC,2.0860929516890013e-16,Exclude high-weight donor airports
EWR,arr,delay15_rate,ORD,1.6343890744512232e-16,Exclude high-weight donor airports
EWR,arr,delay15_rate,TPA,8.098530486709228e-17,Exclude high-weight donor airports
EWR,arr,delay15_rate,DTW,7.760842105749625e-17,Exclude high-weight donor airports
EWR,arr,delay15_rate,BNA,7.206666937027661e-17,Exclude high-weight donor airports
EWR,arr,delay15_rate,MDW,6.054757509184074e-17,Exclude high-weight donor airports
EWR,arr,delay15_rate,IND,5.3173672750884935e-17,Exclude high-weight donor airports
EWR,arr,delay15_rate,SNA,5.037649360337974e-17,Exclude high-weight donor airports
EWR,arr,delay15_rate,MSP,4.372693662314532e-17,Exclude high-weight donor airports
EWR,arr,delay15_rate,ATL,3.3768313632946464e-17,Exclude high-weight donor airports
EWR,arr,delay15_rate,SAN,3.369161446390586e-17,Exclude high-weight donor airports
EWR,arr,delay15_rate,CLE,2.775475833228761e-17,Exclude high-weight donor airports
EWR,arr,delay15_rate,SJU,1.7340637743711647e-17,Exclude high-weight donor airports
EWR,arr,delay15_rate,LAX,1.1863767075826802e-17,Exclude high-weight donor airports
EWR,arr,delay15_rate,MCI,6.751888403814018e-18,Exclude high-weight donor airports
EWR,arr,delay15_rate,CVG,2.74380742326875e-18,Exclude high-weight donor airports
EWR,arr,delay15_rate,CLT,0.0,Exclude high-weight donor airports
EWR,arr,delay15_rate,LAS,0.0,Exclude high-weight donor airports
EWR,arr,delay15_rate,SEA,0.0,Exclude high-weight donor airports
EWR,arr,delay15_rate,PHX,0.0,Exclude high-weight donor airports
EWR,arr,delay15_rate,STL,0.0,Exclude high-weight donor airports
EWR,arr,delay15_rate,PDX,0.0,Exclude high-weight donor airports
EWR,arr,delay15_rate,SMF,0.0,Exclude high-weight donor airports
EWR,arr,delay15_rate,SJC,0.0,Exclude high-weight donor airports
EWR,arr,delay15_rate,SAT,0.0,Exclude high-weight donor airports
EWR,arr,nas_delay_per_scheduled_op,DCA,0.5875173188137389,Exclude high-weight donor airports
EWR,arr,nas_delay_per_scheduled_op,AUS,0.41248268118626025,Exclude high-weight donor airports
EWR,arr,nas_delay_per_scheduled_op,ORD,3.8917588837742666e-16,Exclude high-weight donor airports
EWR,arr,nas_delay_per_scheduled_op,SLC,1.3710288658599836e-16,Exclude high-weight donor airports
EWR,arr,nas_delay_per_scheduled_op,PDX,7.582166431455347e-17,Exclude high-weight donor airports
EWR,arr,nas_delay_per_scheduled_op,MDW,6.056869295855881e-17,Exclude high-weight donor airports
EWR,arr,nas_delay_per_scheduled_op,SMF,5.901246670409458e-17,Exclude high-weight donor airports
EWR,arr,nas_delay_per_scheduled_op,STL,5.2578567332585025e-17,Exclude high-weight donor airports
EWR,arr,nas_delay_per_scheduled_op,SJU,4.3664159424480955e-17,Exclude high-weight donor airports
EWR,arr,nas_delay_per_scheduled_op,SNA,4.249265744702935e-17,Exclude high-weight donor airports
EWR,arr,nas_delay_per_scheduled_op,CLE,4.232278272873524e-17,Exclude high-weight donor airports
EWR,arr,nas_delay_per_scheduled_op,SAT,3.3913446465154793e-17,Exclude high-weight donor airports
EWR,arr,nas_delay_per_scheduled_op,SJC,5.526928163615994e-18,Exclude high-weight donor airports
EWR,arr,nas_delay_per_scheduled_op,MCI,1.4487091307975137e-18,Exclude high-weight donor airports
EWR,arr,nas_delay_per_scheduled_op,BNA,0.0,Exclude high-weight donor airports
EWR,arr,nas_delay_per_scheduled_op,SEA,0.0,Exclude high-weight donor airports
EWR,arr,nas_delay_per_scheduled_op,LAS,0.0,Exclude high-weight donor airports
EWR,arr,nas_delay_per_scheduled_op,LAX,0.0,Exclude high-weight donor airports
EWR,arr,nas_delay_per_scheduled_op,PHX,0.0,Exclude high-weight donor airports
EWR,arr,nas_delay_per_scheduled_op,CLT,0.0,Exclude high-weight donor airports
EWR,arr,nas_delay_per_scheduled_op,ATL,0.0,Exclude high-weight donor airports
EWR,arr,nas_delay_per_scheduled_op,MSP,0.0,Exclude high-weight donor airports
EWR,arr,nas_delay_per_scheduled_op,DTW,0.0,Exclude high-weight donor airports
EWR,arr,nas_delay_per_scheduled_op,SAN,0.0,Exclude high-weight donor airports
EWR,arr,nas_delay_per_scheduled_op,RDU,0.0,Exclude high-weight donor airports
EWR,arr,nas_delay_per_scheduled_op,TPA,0.0,Exclude high-weight donor airports
EWR,arr,nas_delay_per_scheduled_op,IND,0.0,Exclude high-weight donor airports
EWR,arr,nas_delay_per_scheduled_op,CVG,0.0,Exclude high-weight donor airports
EWR,dep,delay15_rate,IND,0.20341023236447656,Exclude high-weight donor airports
EWR,dep,delay15_rate,AUS,0.19514099308797433,Exclude high-weight donor airports
EWR,dep,delay15_rate,DCA,0.1866771779126233,Exclude high-weight donor airports
EWR,dep,delay15_rate,CLT,0.11033459782431858,Exclude high-weight donor airports
EWR,dep,delay15_rate,BNA,0.10054873068684307,Exclude high-weight donor airports
EWR,dep,delay15_rate,CLE,0.0973968076943035,Exclude high-weight donor airports
EWR,dep,delay15_rate,SAN,0.039119405246929674,Exclude high-weight donor airports
EWR,dep,delay15_rate,LAX,0.029490971707747015,Exclude high-weight donor airports
EWR,dep,delay15_rate,STL,0.02187422101897612,Exclude high-weight donor airports
EWR,dep,delay15_rate,SJU,0.007637271022023287,Exclude high-weight donor airports
EWR,dep,delay15_rate,SNA,0.004941529381232297,Exclude high-weight donor airports
EWR,dep,delay15_rate,LAS,0.003428062052552055,Exclude high-weight donor airports
EWR,dep,delay15_rate,ATL,1.1325532004263613e-16,Exclude high-weight donor airports
EWR,dep,delay15_rate,SAT,5.176876373555588e-17,Exclude high-weight donor airports
EWR,dep,delay15_rate,SLC,3.936706301380041e-17,Exclude high-weight donor airports
EWR,dep,delay15_rate,SEA,3.7840306157600786e-17,Exclude high-weight donor airports
EWR,dep,delay15_rate,DTW,3.517857235233267e-17,Exclude high-weight donor airports
EWR,dep,delay15_rate,MCI,3.4312601248982447e-17,Exclude high-weight donor airports
EWR,dep,delay15_rate,CVG,6.04791504619663e-18,Exclude high-weight donor airports
EWR,dep,delay15_rate,SJC,5.110039950403819e-18,Exclude high-weight donor airports
